,Lat,Lon,coords,Day,Weekday,Hour,Minute,hot_z
525536,40.7248,-73.9984,"40.7248, -73.9984",27,Sunday,17,1,Yes
525540,40.6416,-73.7886,"40.6416, -73.7886",27,Sunday,17,1,Yes
525560,40.7506,-73.9946,"40.7506, -73.9946",27,Sunday,17,5,Yes
525561,40.6465,-73.79,"40.6465, -73.79",27,Sunday,17,5,Yes
525571,40.7385,-73.9855,"40.7385, -73.9855",27,Sunday,17,7,Yes
525574,40.6465,-73.7898,"40.6465, -73.7898",27,Sunday,17,7,Yes
525576,40.6417,-73.7888,"40.6417, -73.7888",27,Sunday,17,7,Yes
525602,40.6466,-73.7895,"40.6466, -73.7895",27,Sunday,17,11,Yes
525603,40.774,-73.8729,"40.774, -73.8729",27,Sunday,17,11,Yes
525604,40.7335,-74.0063,"40.7335, -74.0063",27,Sunday,17,12,Yes
525615,40.7248,-74.0078,"40.7248, -74.0078",27,Sunday,17,16,Yes
525620,40.7439,-74.0064,"40.7439, -74.0064",27,Sunday,17,16,Yes
525623,40.7256,-74.0055,"40.7256, -74.0055",27,Sunday,17,16,Yes
525634,40.7065,-74.0094,"40.7065, -74.0094",27,Sunday,17,18,Yes
525657,40.7708,-73.8657,"40.7708, -73.8657",27,Sunday,17,22,Yes
525661,40.7507,-73.9945,"40.7507, -73.9945",27,Sunday,17,22,Yes
525664,40.6464,-73.7901,"40.6464, -73.7901",27,Sunday,17,22,Yes
525665,40.695,-74.1782,"40.695, -74.1782",27,Sunday,17,23,Yes
525668,40.758,-73.9818,"40.758, -73.9818",27,Sunday,17,24,Yes
525691,40.7711,-73.8662,"40.7711, -73.8662",27,Sunday,17,29,Yes
525696,40.7235,-74.0107,"40.7235, -74.0107",27,Sunday,17,30,Yes
525697,40.7748,-73.991,"40.7748, -73.991",27,Sunday,17,31,Yes
525698,40.7608,-73.9798,"40.7608, -73.9798",27,Sunday,17,31,Yes
525709,40.645,-73.782,"40.645, -73.782",27,Sunday,17,33,Yes
525720,40.7679,-73.9917,"40.7679, -73.9917",27,Sunday,17,34,Yes
525724,40.7243,-73.9999,"40.7243, -73.9999",27,Sunday,17,35,Yes
525732,40.7619,-73.9684,"40.7619, -73.9684",27,Sunday,17,37,Yes
525735,40.7684,-73.9848,"40.7684, -73.9848",27,Sunday,17,39,Yes
525737,40.7745,-73.9639,"40.7745, -73.9639",27,Sunday,17,39,Yes
525745,40.7472,-73.9897,"40.7472, -73.9897",27,Sunday,17,40,Yes
525750,40.756,-73.9727,"40.756, -73.9727",27,Sunday,17,42,Yes
525752,40.6449,-73.7823,"40.6449, -73.7823",27,Sunday,17,42,Yes
525759,40.7249,-73.9972,"40.7249, -73.9972",27,Sunday,17,43,Yes
525766,40.6878,-74.1817,"40.6878, -74.1817",27,Sunday,17,44,Yes
525773,40.753,-73.9837,"40.753, -73.9837",27,Sunday,17,45,Yes
525775,40.774,-73.8727,"40.774, -73.8727",27,Sunday,17,45,Yes
525785,40.645,-73.7818,"40.645, -73.7818",27,Sunday,17,46,Yes
525795,40.7547,-73.9661,"40.7547, -73.9661",27,Sunday,17,48,Yes
525798,40.7213,-73.9947,"40.7213, -73.9947",27,Sunday,17,49,Yes
525799,40.779,-73.9559,"40.779, -73.9559",27,Sunday,17,49,Yes
525814,40.7246,-73.9986,"40.7246, -73.9986",27,Sunday,17,51,Yes
525823,40.7684,-73.9847,"40.7684, -73.9847",27,Sunday,17,54,Yes
525838,40.7685,-73.8624,"40.7685, -73.8624",27,Sunday,17,57,Yes
525840,40.6462,-73.7769,"40.6462, -73.7769",27,Sunday,17,57,Yes
525847,40.7502,-73.9946,"40.7502, -73.9946",27,Sunday,17,59,Yes
525856,40.751,-73.9943,"40.751, -73.9943",27,Sunday,18,1,Yes
525857,40.7506,-73.9946,"40.7506, -73.9946",27,Sunday,18,1,Yes
525865,40.6484,-73.7832,"40.6484, -73.7832",27,Sunday,18,2,Yes
525886,40.7235,-74.0108,"40.7235, -74.0108",27,Sunday,18,6,Yes
525907,40.774,-73.872,"40.774, -73.872",27,Sunday,18,10,Yes
525913,40.6417,-73.7888,"40.6417, -73.7888",27,Sunday,18,11,Yes
525914,40.645,-73.7819,"40.645, -73.7819",27,Sunday,18,11,Yes
525920,40.7054,-74.0172,"40.7054, -74.0172",27,Sunday,18,12,Yes
525934,40.7437,-73.9927,"40.7437, -73.9927",27,Sunday,18,16,Yes
525939,40.7221,-73.9888,"40.7221, -73.9888",27,Sunday,18,17,Yes
525941,40.774,-73.8719,"40.774, -73.8719",27,Sunday,18,17,Yes
525945,40.7443,-73.9876,"40.7443, -73.9876",27,Sunday,18,18,Yes
525946,40.6449,-73.7821,"40.6449, -73.7821",27,Sunday,18,18,Yes
525948,40.6948,-74.1779,"40.6948, -74.1779",27,Sunday,18,18,Yes
525953,40.7305,-74.0068,"40.7305, -74.0068",27,Sunday,18,19,Yes
525958,40.6449,-73.7824,"40.6449, -73.7824",27,Sunday,18,20,Yes
525966,40.7392,-73.9935,"40.7392, -73.9935",27,Sunday,18,22,Yes
525986,40.7165,-74.0164,"40.7165, -74.0164",27,Sunday,18,25,Yes
525989,40.7409,-74.0075,"40.7409, -74.0075",27,Sunday,18,26,Yes
525990,40.7054,-74.0171,"40.7054, -74.0171",27,Sunday,18,26,Yes
525992,40.6879,-74.1814,"40.6879, -74.1814",27,Sunday,18,26,Yes
526006,40.7615,-73.9745,"40.7615, -73.9745",27,Sunday,18,29,Yes
526010,40.7547,-73.9661,"40.7547, -73.9661",27,Sunday,18,30,Yes
526015,40.774,-73.8723,"40.774, -73.8723",27,Sunday,18,31,Yes
526020,40.7711,-73.8662,"40.7711, -73.8662",27,Sunday,18,32,Yes
526025,40.6458,-73.7767,"40.6458, -73.7767",27,Sunday,18,34,Yes
526028,40.7502,-73.9946,"40.7502, -73.9946",27,Sunday,18,34,Yes
526030,40.6448,-73.7824,"40.6448, -73.7824",27,Sunday,18,35,Yes
526035,40.7752,-73.9635,"40.7752, -73.9635",27,Sunday,18,36,Yes
526036,40.7236,-74.0109,"40.7236, -74.0109",27,Sunday,18,36,Yes
526045,40.7384,-73.9856,"40.7384, -73.9856",27,Sunday,18,39,Yes
526050,40.7421,-73.9967,"40.7421, -73.9967",27,Sunday,18,40,Yes
526052,40.7198,-74.0004,"40.7198, -74.0004",27,Sunday,18,41,Yes
526055,40.6483,-73.7826,"40.6483, -73.7826",27,Sunday,18,42,Yes
526076,40.6484,-73.7832,"40.6484, -73.7832",27,Sunday,18,48,Yes
526079,40.6463,-73.777,"40.6463, -73.777",27,Sunday,18,49,Yes
526083,40.6449,-73.7824,"40.6449, -73.7824",27,Sunday,18,50,Yes
526107,40.753,-74.00399999999999,"40.753, -74.00399999999999",27,Sunday,18,57,Yes
526116,40.7741,-73.8726,"40.7741, -73.8726",27,Sunday,19,0,Yes
526124,40.7483,-74.0055,"40.7483, -74.0055",27,Sunday,19,2,Yes
526126,40.6449,-73.7821,"40.6449, -73.7821",27,Sunday,19,2,Yes
526127,40.774,-73.8722,"40.774, -73.8722",27,Sunday,19,2,Yes
526128,40.7521,-73.9854,"40.7521, -73.9854",27,Sunday,19,3,Yes
526131,40.7741,-73.8721,"40.7741, -73.8721",27,Sunday,19,4,Yes
526138,40.6457,-73.7768,"40.6457, -73.7768",27,Sunday,19,5,Yes
526150,40.7263,-73.9917,"40.7263, -73.9917",27,Sunday,19,8,Yes
526158,40.7401,-74.006,"40.7401, -74.006",27,Sunday,19,10,Yes
526164,40.645,-73.782,"40.645, -73.782",27,Sunday,19,11,Yes
526165,40.7339,-74.0052,"40.7339, -74.0052",27,Sunday,19,11,Yes
526177,40.7591,-73.9943,"40.7591, -73.9943",27,Sunday,19,15,Yes
526197,40.7207,-74.0019,"40.7207, -74.0019",27,Sunday,19,20,Yes
526200,40.7278,-73.9911,"40.7278, -73.9911",27,Sunday,19,20,Yes
526224,40.7739,-73.8726,"40.7739, -73.8726",27,Sunday,19,25,Yes
526229,40.6484,-73.7831,"40.6484, -73.7831",27,Sunday,19,28,Yes
526240,40.7237,-74.0036,"40.7237, -74.0036",27,Sunday,19,31,Yes
526242,40.6448,-73.7823,"40.6448, -73.7823",27,Sunday,19,31,Yes
526258,40.6447,-73.7828,"40.6447, -73.7828",27,Sunday,19,34,Yes
526268,40.7703,-73.865,"40.7703, -73.865",27,Sunday,19,37,Yes
526285,40.6448,-73.7824,"40.6448, -73.7824",27,Sunday,19,40,Yes
526286,40.7685,-73.8625,"40.7685, -73.8625",27,Sunday,19,40,Yes
526292,40.7731,-73.8856,"40.7731, -73.8856",27,Sunday,19,41,Yes
526307,40.77,-73.8646,"40.77, -73.8646",27,Sunday,19,44,Yes
526309,40.6449,-73.7823,"40.6449, -73.7823",27,Sunday,19,44,Yes
526318,40.6878,-74.1816,"40.6878, -74.1816",27,Sunday,19,47,Yes
526322,40.7236,-74.0027,"40.7236, -74.0027",27,Sunday,19,48,Yes
526325,40.6417,-73.789,"40.6417, -73.789",27,Sunday,19,49,Yes
526328,40.7741,-73.8726,"40.7741, -73.8726",27,Sunday,19,49,Yes
526334,40.646,-73.7768,"40.646, -73.7768",27,Sunday,19,50,Yes
526339,40.7739,-73.8726,"40.7739, -73.8726",27,Sunday,19,52,Yes
526343,40.7388,-74.0081,"40.7388, -74.0081",27,Sunday,19,54,Yes
526344,40.7246,-73.9916,"40.7246, -73.9916",27,Sunday,19,54,Yes
526354,40.774,-73.8718,"40.774, -73.8718",27,Sunday,19,56,Yes
526359,40.7777,-73.9749,"40.7777, -73.9749",27,Sunday,19,57,Yes
526373,40.7709,-73.8659,"40.7709, -73.8659",27,Sunday,20,0,Yes
526375,40.6449,-73.7822,"40.6449, -73.7822",27,Sunday,20,1,Yes
526395,40.6449,-73.7821,"40.6449, -73.7821",27,Sunday,20,6,Yes
526408,40.7741,-73.8728,"40.7741, -73.8728",27,Sunday,20,9,Yes
526411,40.7398,-74.0062,"40.7398, -74.0062",27,Sunday,20,10,Yes
526425,40.6449,-73.7823,"40.6449, -73.7823",27,Sunday,20,14,Yes
526435,40.7376,-74.0082,"40.7376, -74.0082",27,Sunday,20,16,Yes
526438,40.6449,-73.7824,"40.6449, -73.7824",27,Sunday,20,17,Yes
526445,40.6916,-73.9844,"40.6916, -73.9844",27,Sunday,20,19,Yes
526446,40.7741,-73.8727,"40.7741, -73.8727",27,Sunday,20,19,Yes
526450,40.7248,-73.9984,"40.7248, -73.9984",27,Sunday,20,20,Yes
526461,40.6449,-73.7822,"40.6449, -73.7822",27,Sunday,20,24,Yes
526463,40.646,-73.7768,"40.646, -73.7768",27,Sunday,20,24,Yes
526469,40.7277,-74.0003,"40.7277, -74.0003",27,Sunday,20,26,Yes
526470,40.6449,-73.7822,"40.6449, -73.7822",27,Sunday,20,27,Yes
526480,40.7388,-74.0089,"40.7388, -74.0089",27,Sunday,20,29,Yes
526481,40.645,-73.7821,"40.645, -73.7821",27,Sunday,20,29,Yes
526483,40.7552,-73.9838,"40.7552, -73.9838",27,Sunday,20,30,Yes
526491,40.7217,-73.9875,"40.7217, -73.9875",27,Sunday,20,31,Yes
526494,40.7316,-74.0011,"40.7316, -74.0011",27,Sunday,20,32,Yes
526504,40.7741,-73.8726,"40.7741, -73.8726",27,Sunday,20,36,Yes
526507,40.7642,-73.9709,"40.7642, -73.9709",27,Sunday,20,37,Yes
526513,40.7639,-73.9764,"40.7639, -73.9764",27,Sunday,20,39,Yes
526514,40.7502,-73.9945,"40.7502, -73.9945",27,Sunday,20,39,Yes
526526,40.7384,-73.9855,"40.7384, -73.9855",27,Sunday,20,41,Yes
526538,40.7617,-73.9749,"40.7617, -73.9749",27,Sunday,20,44,Yes
526539,40.6462,-73.7769,"40.6462, -73.7769",27,Sunday,20,45,Yes
526541,40.7683,-73.8622,"40.7683, -73.8622",27,Sunday,20,45,Yes
526548,40.7691,-73.9812,"40.7691, -73.9812",27,Sunday,20,46,Yes
526551,40.7424,-74.0044,"40.7424, -74.0044",27,Sunday,20,47,Yes
526553,40.6449,-73.7822,"40.6449, -73.7822",27,Sunday,20,48,Yes
526554,40.7679,-73.9916,"40.7679, -73.9916",27,Sunday,20,48,Yes
526557,40.774,-73.8729,"40.774, -73.8729",27,Sunday,20,48,Yes
526569,40.774,-73.8725,"40.774, -73.8725",27,Sunday,20,50,Yes
526582,40.7685,-73.8627,"40.7685, -73.8627",27,Sunday,20,53,Yes
526589,40.7685,-73.8625,"40.7685, -73.8625",27,Sunday,20,54,Yes
526602,40.7731,-73.8856,"40.7731, -73.8856",27,Sunday,20,58,Yes
526605,40.7683,-73.8622,"40.7683, -73.8622",27,Sunday,20,58,Yes
526623,40.7261,-73.993,"40.7261, -73.993",27,Sunday,21,2,Yes
526630,40.7707,-73.8655,"40.7707, -73.8655",27,Sunday,21,4,Yes
526635,40.6464,-73.7901,"40.6464, -73.7901",27,Sunday,21,5,Yes
526644,40.7741,-73.8723,"40.7741, -73.8723",27,Sunday,21,6,Yes
526646,40.7435,-74.0073,"40.7435, -74.0073",27,Sunday,21,6,Yes
526647,40.6457,-73.7768,"40.6457, -73.7768",27,Sunday,21,7,Yes
526649,40.6483,-73.7827,"40.6483, -73.7827",27,Sunday,21,8,Yes
526654,40.6456,-73.7768,"40.6456, -73.7768",27,Sunday,21,9,Yes
526655,40.6483,-73.7827,"40.6483, -73.7827",27,Sunday,21,9,Yes
526662,40.7342,-73.9935,"40.7342, -73.9935",27,Sunday,21,10,Yes
526672,40.7706,-73.8655,"40.7706, -73.8655",27,Sunday,21,12,Yes
526685,40.7681,-73.862,"40.7681, -73.862",27,Sunday,21,15,Yes
526690,40.6458,-73.7767,"40.6458, -73.7767",27,Sunday,21,17,Yes
526691,40.6485,-73.7827,"40.6485, -73.7827",27,Sunday,21,17,Yes
526692,40.774,-73.8725,"40.774, -73.8725",27,Sunday,21,17,Yes
526698,40.6449,-73.7821,"40.6449, -73.7821",27,Sunday,21,19,Yes
526703,40.7682,-73.862,"40.7682, -73.862",27,Sunday,21,20,Yes
526708,40.7203,-74.0022,"40.7203, -74.0022",27,Sunday,21,21,Yes
526714,40.7684,-73.8624,"40.7684, -73.8624",27,Sunday,21,22,Yes
526717,40.6459,-73.7768,"40.6459, -73.7768",27,Sunday,21,23,Yes
526719,40.774,-73.8725,"40.774, -73.8725",27,Sunday,21,23,Yes
526721,40.7265,-74.0023,"40.7265, -74.0023",27,Sunday,21,23,Yes
526724,40.6449,-73.7821,"40.6449, -73.7821",27,Sunday,21,24,Yes
526727,40.7343,-74.0027,"40.7343, -74.0027",27,Sunday,21,25,Yes
526729,40.7265,-74.0023,"40.7265, -74.0023",27,Sunday,21,25,Yes
526734,40.7259,-74.0039,"40.7259, -74.0039",27,Sunday,21,26,Yes
526738,40.6457,-73.7768,"40.6457, -73.7768",27,Sunday,21,27,Yes
526744,40.6483,-73.7828,"40.6483, -73.7828",27,Sunday,21,29,Yes
526748,40.6466,-73.7897,"40.6466, -73.7897",27,Sunday,21,30,Yes
526755,40.7529,-73.9855,"40.7529, -73.9855",27,Sunday,21,32,Yes
526765,40.7685,-73.8625,"40.7685, -73.8625",27,Sunday,21,36,Yes
526766,40.774,-73.8716,"40.774, -73.8716",27,Sunday,21,36,Yes
526767,40.7313,-73.9886,"40.7313, -73.9886",27,Sunday,21,36,Yes
526770,40.6449,-73.7822,"40.6449, -73.7822",27,Sunday,21,37,Yes
526771,40.715,-74.016,"40.715, -74.016",27,Sunday,21,37,Yes
526776,40.7683,-73.8622,"40.7683, -73.8622",27,Sunday,21,37,Yes
526784,40.774,-73.8719,"40.774, -73.8719",27,Sunday,21,40,Yes
526785,40.7686,-73.8627,"40.7686, -73.8627",27,Sunday,21,40,Yes
526787,40.6449,-73.7822,"40.6449, -73.7822",27,Sunday,21,41,Yes
526791,40.7739,-73.8715,"40.7739, -73.8715",27,Sunday,21,41,Yes
526805,40.7732,-73.8856,"40.7732, -73.8856",27,Sunday,21,46,Yes
526807,40.7257,-74.0057,"40.7257, -74.0057",27,Sunday,21,47,Yes
526817,40.7424,-74.0044,"40.7424, -74.0044",27,Sunday,21,49,Yes
526821,40.6483,-73.7827,"40.6483, -73.7827",27,Sunday,21,49,Yes
526824,40.7514,-73.9937,"40.7514, -73.9937",27,Sunday,21,50,Yes
526828,40.7513,-73.9941,"40.7513, -73.9941",27,Sunday,21,53,Yes
526836,40.7502,-73.9945,"40.7502, -73.9945",27,Sunday,21,55,Yes
526844,40.7515,-73.9939,"40.7515, -73.9939",27,Sunday,21,57,Yes
526845,40.6878,-74.1815,"40.6878, -74.1815",27,Sunday,21,58,Yes
526846,40.6449,-73.7821,"40.6449, -73.7821",27,Sunday,21,58,Yes
526860,40.6445,-73.7832,"40.6445, -73.7832",27,Sunday,22,3,Yes
526867,40.7236,-74.0108,"40.7236, -74.0108",27,Sunday,22,5,Yes
526868,40.7236,-74.0108,"40.7236, -74.0108",27,Sunday,22,5,Yes
526877,40.6465,-73.7898,"40.6465, -73.7898",27,Sunday,22,7,Yes
526883,40.645,-73.782,"40.645, -73.782",27,Sunday,22,9,Yes
526892,40.6449,-73.7823,"40.6449, -73.7823",27,Sunday,22,13,Yes
526895,40.7503,-73.9947,"40.7503, -73.9947",27,Sunday,22,14,Yes
526911,40.6466,-73.7896,"40.6466, -73.7896",27,Sunday,22,19,Yes
526913,40.6449,-73.7822,"40.6449, -73.7822",27,Sunday,22,20,Yes
526914,40.7741,-73.8726,"40.7741, -73.8726",27,Sunday,22,20,Yes
526915,40.7233,-73.9913,"40.7233, -73.9913",27,Sunday,22,20,Yes
526919,40.774,-73.8719,"40.774, -73.8719",27,Sunday,22,23,Yes
526920,40.6878,-74.1821,"40.6878, -74.1821",27,Sunday,22,23,Yes
526922,40.7232,-73.9975,"40.7232, -73.9975",27,Sunday,22,23,Yes
526923,40.6449,-73.7824,"40.6449, -73.7824",27,Sunday,22,24,Yes
526938,40.6449,-73.7821,"40.6449, -73.7821",27,Sunday,22,27,Yes
526944,40.7741,-73.8725,"40.7741, -73.8725",27,Sunday,22,29,Yes
526954,40.72,-73.988,"40.72, -73.988",27,Sunday,22,32,Yes
526959,40.7741,-73.8725,"40.7741, -73.8725",27,Sunday,22,34,Yes
526960,40.771,-73.8661,"40.771, -73.8661",27,Sunday,22,35,Yes
526963,40.7741,-73.8727,"40.7741, -73.8727",27,Sunday,22,36,Yes
526967,40.774,-73.8724,"40.774, -73.8724",27,Sunday,22,37,Yes
526969,40.6449,-73.7823,"40.6449, -73.7823",27,Sunday,22,37,Yes
526979,40.774,-73.8723,"40.774, -73.8723",27,Sunday,22,39,Yes
526984,40.774,-73.8727,"40.774, -73.8727",27,Sunday,22,40,Yes
526995,40.7771,-73.98899999999999,"40.7771, -73.98899999999999",27,Sunday,22,46,Yes
526998,40.645,-73.7818,"40.645, -73.7818",27,Sunday,22,49,Yes
527000,40.771,-73.866,"40.771, -73.866",27,Sunday,22,50,Yes
527004,40.646,-73.7768,"40.646, -73.7768",27,Sunday,22,51,Yes
527010,40.6484,-73.7831,"40.6484, -73.7831",27,Sunday,22,54,Yes
527013,40.774,-73.8727,"40.774, -73.8727",27,Sunday,22,55,Yes
527017,40.7275,-73.9935,"40.7275, -73.9935",27,Sunday,22,56,Yes
527018,40.6485,-73.7826,"40.6485, -73.7826",27,Sunday,22,56,Yes
527024,40.6951,-74.1784,"40.6951, -74.1784",27,Sunday,22,59,Yes
527025,40.7216,-73.9582,"40.7216, -73.9582",27,Sunday,23,0,Yes
527037,40.7709,-73.8658,"40.7709, -73.8658",27,Sunday,23,5,Yes
527039,40.7708,-73.8657,"40.7708, -73.8657",27,Sunday,23,5,Yes
527052,40.774,-73.8724,"40.774, -73.8724",27,Sunday,23,8,Yes
527055,40.7741,-73.8724,"40.7741, -73.8724",27,Sunday,23,9,Yes
527056,40.7406,-74.0077,"40.7406, -74.0077",27,Sunday,23,9,Yes
527061,40.741,-74.0076,"40.741, -74.0076",27,Sunday,23,11,Yes
527062,40.741,-74.0076,"40.741, -74.0076",27,Sunday,23,11,Yes
527063,40.6449,-73.7821,"40.6449, -73.7821",27,Sunday,23,11,Yes
527067,40.6465,-73.7898,"40.6465, -73.7898",27,Sunday,23,13,Yes
527070,40.6449,-73.7819,"40.6449, -73.7819",27,Sunday,23,15,Yes
527080,40.7707,-73.8655,"40.7707, -73.8655",27,Sunday,23,21,Yes
527082,40.7683,-73.8623,"40.7683, -73.8623",27,Sunday,23,21,Yes
527089,40.645,-73.7818,"40.645, -73.7818",27,Sunday,23,28,Yes
527092,40.646,-73.7768,"40.646, -73.7768",27,Sunday,23,29,Yes
527093,40.7685,-73.8624,"40.7685, -73.8624",27,Sunday,23,30,Yes
527094,40.7741,-73.8727,"40.7741, -73.8727",27,Sunday,23,31,Yes
527107,40.6458,-73.7768,"40.6458, -73.7768",27,Sunday,23,41,Yes
527109,40.7399,-74.0061,"40.7399, -74.0061",27,Sunday,23,42,Yes
527114,40.695,-74.1783,"40.695, -74.1783",27,Sunday,23,43,Yes
527120,40.6878,-74.1816,"40.6878, -74.1816",27,Sunday,23,48,Yes
527136,40.6449,-73.7822,"40.6449, -73.7822",27,Sunday,23,56,Yes
527144,40.6949,-74.1781,"40.6949, -74.1781",28,Monday,0,1,Yes
527149,40.645,-73.7819,"40.645, -73.7819",28,Monday,0,4,Yes
527152,40.6461,-73.7769,"40.6461, -73.7769",28,Monday,0,7,Yes
527161,40.6948,-74.178,"40.6948, -74.178",28,Monday,0,13,Yes
527167,40.7685,-73.8624,"40.7685, -73.8624",28,Monday,0,15,Yes
527184,40.6449,-73.7824,"40.6449, -73.7824",28,Monday,0,28,Yes
527185,40.645,-73.7819,"40.645, -73.7819",28,Monday,0,29,Yes
527187,40.6485,-73.7834,"40.6485, -73.7834",28,Monday,0,30,Yes
527194,40.6484,-73.7832,"40.6484, -73.7832",28,Monday,0,36,Yes
527195,40.7219,-74.0042,"40.7219, -74.0042",28,Monday,0,37,Yes
527196,40.6483,-73.7826,"40.6483, -73.7826",28,Monday,0,37,Yes
527199,40.7054,-74.0171,"40.7054, -74.0171",28,Monday,0,42,Yes
527200,40.7501,-73.9834,"40.7501, -73.9834",28,Monday,0,44,Yes
527214,40.7514,-73.9937,"40.7514, -73.9937",28,Monday,0,55,Yes
527223,40.7548,-73.9841,"40.7548, -73.9841",28,Monday,1,10,Yes
527234,40.7203,-74.0022,"40.7203, -74.0022",28,Monday,1,23,Yes
527281,40.7053,-74.0172,"40.7053, -74.0172",28,Monday,3,3,Yes
527295,40.7064,-74.0095,"40.7064, -74.0095",28,Monday,3,24,Yes
527309,40.7678,-73.9915,"40.7678, -73.9915",28,Monday,3,35,Yes
527313,40.7483,-74.0055,"40.7483, -74.0055",28,Monday,3,38,Yes
527327,40.7396,-74.002,"40.7396, -74.002",28,Monday,3,49,Yes
527346,40.7483,-74.0055,"40.7483, -74.0055",28,Monday,3,58,Yes
527357,40.7142,-74.0149,"40.7142, -74.0149",28,Monday,4,6,Yes
527361,40.7644,-73.9958,"40.7644, -73.9958",28,Monday,4,7,Yes
527379,40.7659,-73.9692,"40.7659, -73.9692",28,Monday,4,18,Yes
527380,40.7169,-74.0123,"40.7169, -74.0123",28,Monday,4,18,Yes
527390,40.6462,-73.7769,"40.6462, -73.7769",28,Monday,4,26,Yes
527395,40.6456,-73.7768,"40.6456, -73.7768",28,Monday,4,29,Yes
527409,40.6459,-73.7768,"40.6459, -73.7768",28,Monday,4,37,Yes
527415,40.6462,-73.7769,"40.6462, -73.7769",28,Monday,4,40,Yes
527416,40.6462,-73.7769,"40.6462, -73.7769",28,Monday,4,40,Yes
527435,40.6457,-73.7768,"40.6457, -73.7768",28,Monday,4,50,Yes
527440,40.7052,-74.0074,"40.7052, -74.0074",28,Monday,4,51,Yes
527445,40.6948,-74.178,"40.6948, -74.178",28,Monday,4,52,Yes
527446,40.779,-73.9559,"40.779, -73.9559",28,Monday,4,53,Yes
527448,40.6456,-73.7767,"40.6456, -73.7767",28,Monday,4,54,Yes
527461,40.7347,-74.0094,"40.7347, -74.0094",28,Monday,4,59,Yes
527470,40.6947,-74.1777,"40.6947, -74.1777",28,Monday,5,2,Yes
527477,40.6949,-74.178,"40.6949, -74.178",28,Monday,5,5,Yes
527480,40.7678,-73.9915,"40.7678, -73.9915",28,Monday,5,6,Yes
527481,40.7678,-73.9915,"40.7678, -73.9915",28,Monday,5,6,Yes
527488,40.7165,-74.0164,"40.7165, -74.0164",28,Monday,5,10,Yes
527504,40.7771,-73.952,"40.7771, -73.952",28,Monday,5,17,Yes
527511,40.723,-73.9977,"40.723, -73.9977",28,Monday,5,20,Yes
527512,40.723,-73.9977,"40.723, -73.9977",28,Monday,5,20,Yes
527516,40.7678,-73.9915,"40.7678, -73.9915",28,Monday,5,21,Yes
527556,40.7579,-73.9893,"40.7579, -73.9893",28,Monday,5,31,Yes
527572,40.6465,-73.79,"40.6465, -73.79",28,Monday,5,36,Yes
527586,40.7237,-74.0036,"40.7237, -74.0036",28,Monday,5,39,Yes
527597,40.7233,-73.9913,"40.7233, -73.9913",28,Monday,5,44,Yes
527601,40.6951,-74.1784,"40.6951, -74.1784",28,Monday,5,46,Yes
527604,40.7246,-73.9916,"40.7246, -73.9916",28,Monday,5,47,Yes
527618,40.7247,-73.9918,"40.7247, -73.9918",28,Monday,5,51,Yes
527630,40.6449,-73.7823,"40.6449, -73.7823",28,Monday,5,55,Yes
527646,40.7237,-74.0036,"40.7237, -74.0036",28,Monday,5,58,Yes
527661,40.6457,-73.7767,"40.6457, -73.7767",28,Monday,6,2,Yes
527662,40.6949,-74.178,"40.6949, -74.178",28,Monday,6,2,Yes
527675,40.7731,-73.8856,"40.7731, -73.8856",28,Monday,6,7,Yes
527676,40.6449,-73.7821,"40.6449, -73.7821",28,Monday,6,7,Yes
527679,40.7521,-73.9854,"40.7521, -73.9854",28,Monday,6,7,Yes
527711,40.7255,-74.0092,"40.7255, -74.0092",28,Monday,6,13,Yes
527712,40.6447,-73.7829,"40.6447, -73.7829",28,Monday,6,13,Yes
527719,40.6448,-73.7827,"40.6448, -73.7827",28,Monday,6,15,Yes
527728,40.6449,-73.7821,"40.6449, -73.7821",28,Monday,6,17,Yes
527739,40.714,-74.0093,"40.714, -74.0093",28,Monday,6,19,Yes
527740,40.6463,-73.777,"40.6463, -73.777",28,Monday,6,19,Yes
527741,40.645,-73.7819,"40.645, -73.7819",28,Monday,6,20,Yes
527795,40.6483,-73.7828,"40.6483, -73.7828",28,Monday,6,29,Yes
527812,40.7169,-74.0123,"40.7169, -74.0123",28,Monday,6,31,Yes
527813,40.7327,-73.9876,"40.7327, -73.9876",28,Monday,6,31,Yes
527815,40.7685,-73.8625,"40.7685, -73.8625",28,Monday,6,32,Yes
527820,40.7367,-73.9889,"40.7367, -73.9889",28,Monday,6,34,Yes
527832,40.7731,-73.8856,"40.7731, -73.8856",28,Monday,6,35,Yes
527833,40.7759,-73.944,"40.7759, -73.944",28,Monday,6,35,Yes
527834,40.7325,-73.9969,"40.7325, -73.9969",28,Monday,6,36,Yes
527851,40.645,-73.782,"40.645, -73.782",28,Monday,6,40,Yes
527890,40.714,-74.0093,"40.714, -74.0093",28,Monday,6,47,Yes
527894,40.6449,-73.7822,"40.6449, -73.7822",28,Monday,6,48,Yes
527904,40.7731,-73.8856,"40.7731, -73.8856",28,Monday,6,49,Yes
527913,40.7753,-73.9904,"40.7753, -73.9904",28,Monday,6,51,Yes
527926,40.7741,-73.8729,"40.7741, -73.8729",28,Monday,6,52,Yes
527928,40.7198,-74.0102,"40.7198, -74.0102",28,Monday,6,53,Yes
527940,40.753,-74.00399999999999,"40.753, -74.00399999999999",28,Monday,6,54,Yes
527944,40.7421,-73.9949,"40.7421, -73.9949",28,Monday,6,54,Yes
